Gene	Cancer_Gene	GO_cell.death	GO_cell.differentiation	GO_cell.proliferation	GO_mitototic.cell.cycle	HumanNet.CGS_L1	HumanNet.CGS_L2	InteractNet.CGS_L1	InteractNet.CGS_L2	ReguleNet.DEG_score	DEG_score
MON1A	0	0	0	0	0	0	0	0	18	0.331	0.331
MON1B	0	0	0	0	0	0	0	0	3	0.452	0.452
MORC1	0	0	1	0	0	1	118	0	0	0.134	0.134
MORC2	0	0	0	0	0	0	0	1	31	0.903	0.903
MORC3	0	0	0	1	0	0	0	0	13	0.913	0.913
MORC4	0	0	0	0	0	0	0	1	46	0.374	0.374
MORF4	0	0	0	0	0	0	0	0	17	0	0
MORF4L1	0	0	0	1	0	1	7	11	182	0.678	0.678
MORF4L2	0	0	1	0	0	0	0	6	156	0.934	0.934
MORN2	0	0	0	0	0	0	0	0	2	0.931	0.931
MORN3	0	0	0	0	0	0	0	0	47	0.867	0.867
MORN4	0	0	0	0	0	0	0	3	39	0.202	0.202
MOS	0	0	0	0	0	0	0	1	121	0	0
MOSC1	0	0	0	0	0	0	0	0	144	0	0
MOV10	0	0	0	0	0	0	0	1	19	0.93	0.93
MOXD1	0	0	0	0	0	0	0	0	13	0.902	0.902
MPDU1	0	0	0	0	0	0	0	0	13	0.887	0.887
MPDZ	0	0	0	0	0	0	0	1	19	0	0
MPG	0	0	0	0	0	3	86	0	20	0.901	0.901
MPHOSPH10	0	0	0	0	0	0	0	0	17	0.828	0.828
MPHOSPH6	0	0	0	0	0	13	197	3	102	0.427	0.427
MPHOSPH8	0	0	0	0	0	0	0	1	17	0	0
MPHOSPH9	0	0	0	0	0	13	197	0	156	0.924	0.924
MPL	1	0	0	1	0	35	224	3	38	0	0
MPND	0	0	0	0	0	0	0	0	2	0.868	0.868
MPO	0	1	0	0	0	12	208	0	0	0.686	0.686
MPP1	0	0	0	0	0	0	0	0	71	0	0
MPP2	0	0	0	0	0	0	0	0	22	0.628	0.628
MPP3	0	0	0	0	0	0	0	1	56	0.604	0.604
MPP5	0	0	1	0	0	0	0	0	4	0.711	0.711
MPP6	0	0	0	0	0	0	0	2	49	0.898	0.898
MPP7	0	0	0	0	0	0	0	0	3	0.178	0.178
MPPE1	0	0	0	0	0	0	0	0	2	0.867	0.867
MPPED1	0	0	0	0	0	0	0	0	23	0.214	0.214
MPPED2	0	0	0	0	0	7	172	1	12	0.929	0.929
MPRIP	0	0	0	0	0	0	0	0	78	0	0
MPST	0	0	0	0	0	0	2	0	2	0.508	0.508
MPV17	0	0	0	0	0	1	37	0	0	0.889	0.889
MPZ	0	1	0	0	0	0	0	0	5	0.832	0.832
MPZL1	0	0	0	0	0	10	195	1	57	0.555	0.555
MPZL2	0	0	1	0	0	9	167	0	9	0.778	0.778
MPZL3	0	0	0	0	0	0	0	0	0	0.379	0.379
MR1	0	0	0	0	0	10	181	1	3	0.89	0.89
MRAS	0	0	0	0	0	20	211	4	35	0	0
MRC1	0	0	0	0	0	2	52	0	0	0.921	0.921
MRC2	0	0	1	0	0	0	0	0	4	0.08	0.08
MRE11A	0	0	0	1	1	3	69	8	223	0.767	0.767
MRFAP1	0	0	0	0	0	0	0	2	92	0	0
MRFAP1L1	0	0	0	0	0	0	0	3	98	0	0
MRGBP	0	0	0	0	0	0	0	0	22	0	0
MRI1	0	0	0	0	0	0	0	0	6	0.064	0.064
MRM1	0	0	0	0	0	0	0	0	16	0.794	0.794
MRP63	0	0	0	0	0	0	0	0	3	0	0
MRPL1	0	0	0	0	0	0	0	1	5	0	0
MRPL10	0	0	0	0	0	0	0	1	30	0	0
MRPL11	0	0	0	0	0	0	0	0	25	0	0
MRPL12	0	0	0	0	0	3	89	0	16	0	0
MRPL13	0	0	0	0	0	0	0	0	3	0	0
MRPL14	0	0	0	0	0	0	0	0	2	0	0
MRPL15	0	0	0	0	0	0	0	0	8	0	0
MRPL16	0	0	0	0	0	0	0	0	2	0	0
MRPL17	0	0	0	0	0	0	0	0	4	0	0
MRPL18	0	0	0	0	0	0	0	0	2	0	0
MRPL19	0	0	0	0	0	0	0	0	2	0	0
MRPL2	0	0	0	0	0	0	0	0	2	0	0
MRPL20	0	0	0	0	0	0	0	0	35	0	0
MRPL22	0	0	0	0	0	0	0	0	2	0	0
MRPL23	0	0	0	0	0	3	89	0	4	0	0
MRPL24	0	0	0	0	0	0	0	0	2	0	0
MRPL27	0	0	0	0	0	0	0	0	150	0	0
MRPL28	0	0	0	0	0	0	0	0	31	0	0
MRPL3	0	0	0	0	0	3	89	0	2	0	0
MRPL32	0	0	0	0	0	0	0	0	2	0	0
MRPL36	0	0	0	0	0	0	0	1	43	0	0
MRPL37	0	0	0	0	0	0	0	0	24	0	0
MRPL38	0	0	0	0	0	0	0	0	24	0	0
MRPL39	0	0	0	0	0	0	0	0	3	0	0
MRPL4	0	0	0	0	0	0	0	0	17	0	0
MRPL40	0	0	0	0	0	9	165	1	33	0	0
MRPL41	0	1	0	0	0	0	0	0	3	0	0
MRPL42	0	0	0	0	0	0	0	0	13	0	0
MRPL43	0	0	0	0	0	0	0	0	11	0	0
MRPL44	0	0	0	0	0	0	0	0	78	0	0
MRPL45	0	0	0	0	0	0	0	0	26	0	0
MRPL46	0	0	0	0	0	0	0	0	2	0	0
MRPL47	0	0	0	0	0	0	0	0	2	0	0
MRPL48	0	0	0	0	0	0	0	0	4	0	0
MRPL49	0	0	0	0	0	0	0	0	3	0	0
MRPL50	0	0	0	0	0	0	0	0	2	0	0
MRPL51	0	0	0	0	0	0	0	0	3	0	0
MRPL53	0	0	0	0	0	0	0	0	14	0	0
MRPL54	0	0	0	0	0	0	0	0	2	0	0
MRPL55	0	0	0	0	0	0	0	0	2	0	0
MRPL9	0	0	0	0	0	0	0	0	7	0	0
MRPS10	0	0	0	0	0	0	0	0	2	0	0
MRPS11	0	0	0	0	0	0	0	0	2	0	0
MRPS12	0	0	0	0	0	0	0	0	16	0	0
MRPS14	0	0	0	0	0	0	0	0	2	0	0
MRPS15	0	0	0	0	0	0	0	0	17	0	0
MRPS16	0	0	0	0	0	0	0	0	2	0	0
MRPS17	0	0	0	0	0	0	0	0	2	0	0
MRPS18A	0	0	0	0	0	0	0	0	2	0	0
MRPS18B	0	0	0	0	0	0	0	1	154	0	0
MRPS2	0	0	0	0	0	0	0	0	17	0	0
MRPS21	0	0	0	0	0	0	0	0	17	0	0
MRPS22	0	0	0	0	0	0	0	1	170	0	0
MRPS23	0	0	0	0	0	0	0	0	14	0	0
MRPS24	0	0	0	0	0	0	0	0	2	0	0
MRPS25	0	0	0	0	0	0	0	0	4	0	0
MRPS26	0	0	0	0	0	0	0	0	13	0	0
MRPS27	0	0	0	0	0	0	0	0	57	0	0
MRPS28	0	0	0	0	0	0	0	0	2	0	0
MRPS30	0	1	0	0	0	5	185	0	2	0	0
MRPS31	0	0	0	0	0	0	0	1	175	0	0
MRPS33	0	0	0	0	0	0	0	0	144	0	0
MRPS34	0	0	0	0	0	0	0	1	44	0	0
MRPS35	0	0	0	0	0	0	0	0	145	0	0
MRPS5	0	0	0	0	0	0	0	0	17	0	0
MRPS6	0	0	0	0	0	0	0	0	41	0	0
MRPS7	0	0	0	0	0	0	0	0	146	0	0
MRPS9	0	0	0	0	0	0	0	0	28	0	0
MRRF	0	0	0	0	0	0	0	0	9	0.526	0.526
MRTO4	0	0	0	0	0	0	0	3	55	0.829	0.829
MRVI1	0	0	0	0	0	0	0	0	6	0.891	0.891
MS4A1	0	0	0	1	0	10	181	1	46	0.214	0.214
MS4A12	0	0	0	0	0	0	0	0	0	0.318	0.318
MS4A2	0	0	0	0	0	30	224	1	22	0.053	0.053
MS4A3	0	0	0	0	0	0	0	0	15	0.397	0.397
MS4A4A	0	0	0	0	0	0	0	0	0	0.865	0.865
MS4A7	0	0	0	0	0	0	0	0	1	0.747	0.747
MSC	0	0	0	0	0	23	174	1	33	0.448	0.448
MSH2	1	1	1	0	1	8	101	14	252	0.895	0.895
MSH3	0	0	0	0	0	8	100	6	85	0.611	0.611
MSH4	0	0	0	0	0	2	33	1	27	0.547	0.547
MSH5	0	0	0	0	0	9	64	1	30	0.417	0.417
MSH6	1	1	0	0	0	8	100	11	233	0.916	0.916
MSI1	0	0	0	0	0	7	174	0	1	0.532	0.532
MSI2	1	0	1	0	0	1	1	1	83	0.941	0.941
MSL1	0	0	0	0	0	0	0	0	22	0.628	0.628
MSL2	0	0	0	0	0	0	0	2	79	0.588	0.588
MSL3	0	0	0	0	0	39	217	0	32	0.04	0.04
MSL3L2	0	0	0	0	0	0	0	0	4	0	0
MSLN	0	0	0	0	0	0	0	0	0	0.678	0.678
MSMB	0	0	0	0	0	0	0	0	7	0.502	0.502
MSMO1	0	0	0	0	0	0	0	0	11	0	0
MSN	1	0	1	0	0	7	163	5	104	0	0
MSR1	0	0	1	0	0	2	52	0	10	0.907	0.907
MSRA	0	0	0	0	0	0	124	0	0	0	0
MSRB2	0	0	0	0	0	0	0	0	4	0.403	0.403
MSRB3	0	0	0	0	0	0	0	0	33	0	0
MST1	0	0	0	0	0	0	0	0	4	0.721	0.721
MST1R	0	0	0	1	0	17	213	4	209	0.924	0.924
MST4	0	0	0	0	0	6	105	3	61	0.848	0.848
MSTN	0	1	1	1	0	6	175	1	9	0.686	0.686
MSTO1	0	0	0	0	0	0	0	1	63	0.75	0.75
MSX1	0	1	1	1	0	17	193	3	128	2.248	0.898
MSX2	0	1	1	1	0	9	182	3	91	1.842	0.492
MT1A	0	0	0	0	0	0	0	0	0	0.754	0.754
MT1DP	0	0	0	0	0	0	0	0	11	0	0
MT1F	0	0	0	0	0	0	0	0	1	0.491	0.491
MT1G	0	0	1	0	0	0	0	0	0	0.601	0.601
MT1H	0	0	0	0	0	0	0	0	0	0.704	0.704
MT1M	0	0	0	0	0	0	0	0	7	0	0
MT1P3	0	0	0	0	0	0	0	0	1	0	0
MT1X	0	0	0	0	0	1	15	1	25	0	0
MT2A	0	0	0	0	0	0	0	0	28	0.766	0.766
MT2P1	0	0	0	0	0	0	0	0	2	0	0
MT3	0	1	1	1	0	28	217	0	10	0.576	0.576
MTA1	0	0	0	0	0	0	0	8	201	0.316	0.316
MTA2	0	0	0	0	0	0	12	4	189	0.882	0.882
MTA3	0	0	0	1	1	0	0	3	112	0.927	0.927
MTAP	0	0	0	0	0	1	43	0	15	0	0
MTBP	0	0	0	1	1	0	0	1	28	0.909	0.909
MTCH1	0	1	1	0	0	2	124	1	51	0.112	0.112
MTCH2	0	1	0	0	0	0	0	0	159	0.939	0.939
MTCP1	1	0	0	1	0	36	229	4	43	0.132	0.132
MTCP1NB	0	0	0	0	0	0	0	1	14	0.299	0.299
MTDH	0	1	0	0	0	0	0	0	157	0.901	0.901
MTERF	0	0	0	0	0	0	0	0	2	0.33	0.33
MTERF3	0	0	0	0	0	0	0	0	3	0	0
MTERF4	0	0	0	0	0	0	0	0	1	0	0
MTERFD1	0	0	0	0	0	0	0	0	9	0.921	0.921
MTERFD2	0	0	0	0	0	0	0	0	14	0.893	0.893
MTF1	0	0	0	0	0	14	171	2	85	3999.56	0.827
MTF2	0	0	1	0	0	0	0	3	96	0.122	0.122
MTFR1	0	0	0	0	0	0	0	0	23	0.913	0.913
MTFR1L	0	0	0	0	0	0	0	0	0	0	0
MTFR2	0	0	0	0	0	0	0	0	23	0	0
MTG1	0	0	0	0	0	0	0	0	7	0.821	0.821
MTHFD1	0	0	0	0	0	0	0	0	159	0.82	0.82
MTHFD1L	0	0	0	0	0	0	0	0	15	0.782	0.782
MTHFD2	0	0	0	0	0	0	0	0	6	0	0
MTHFR	0	0	0	0	0	1	128	0	1	0.288	0.288
MTHFS	0	0	0	0	0	0	0	0	1	0.796	0.796
MTHFSD	0	0	0	0	0	0	0	1	47	0.761	0.761
MTIF2	0	0	0	0	0	0	0	1	10	0.825	0.825
MTIF3	0	0	0	0	0	0	0	0	34	0.803	0.803
MTL5	0	0	1	0	0	2	118	0	0	0.919	0.919
MTM1	0	0	0	0	0	1	129	1	16	0.588	0.588
MTMR10	0	0	0	0	0	0	0	0	14	0	0
MTMR11	0	0	0	0	0	0	0	0	11	0.495	0.495
MTMR14	0	0	0	0	0	0	0	0	4	0.723	0.723
MTMR15	0	0	0	0	0	0	0	6	69	0	0
MTMR2	0	0	1	0	0	0	0	0	4	0.2	0.2
MTMR3	0	0	0	0	0	0	0	0	3	0	0
MTMR4	0	0	0	0	0	0	0	0	149	0.824	0.824
MTMR6	0	0	0	0	0	0	0	1	28	0.777	0.777
MTMR7	0	0	0	0	0	0	0	0	1	0.355	0.355
MTMR8	0	0	0	0	0	0	0	0	1	0.898	0.898
MTMR9	0	0	0	0	0	0	0	1	37	0.924	0.924
MTNR1A	0	0	0	0	0	1	115	1	4	0.44	0.44
MTNR1B	0	1	0	0	0	2	138	0	0	0.368	0.368
MTO1	0	0	0	0	0	0	0	0	26	0.554	0.554
MTOR	0	0	1	1	0	14	199	7	153	0.434	0.434
MTPN	0	0	1	0	0	0	0	1	58	0	0
MTR	0	0	1	0	0	0	0	1	149	0.685	0.685
MTRF1	0	0	0	0	0	0	9	0	4	0.701	0.701
MTRNR2L1	0	0	0	0	0	0	0	0	1	0	0
MTRR	0	0	0	0	0	1	49	0	2	0.604	0.604
MTSS1	0	0	1	1	0	6	82	0	18	0.686	0.686
MTTP	0	0	0	0	0	1	142	0	2	0.603	0.603
MTUS1	0	0	0	0	0	0	0	0	3	0.935	0.935
MTUS2	0	0	0	0	0	0	0	4	161	0	0
MTX1	0	0	0	0	0	0	0	0	0	0	0
MTX2	0	0	0	0	0	0	1	0	10	0.892	0.892
MUC1	1	1	1	0	1	1	1	5	155	0.931	0.931
MUC12	0	0	0	0	0	0	0	0	21	0.668	0.668
MUC13	0	0	0	0	0	0	0	0	0	0.625	0.625
MUC16	0	0	0	0	0	0	0	0	3	0.577	0.577
MUC2	0	0	0	0	0	0	0	0	0	0.598	0.598
MUC20	0	0	0	0	0	2	12	0	0	0.297	0.297
MUC4	0	0	1	0	0	0	0	1	23	0.586	0.586
MUC5AC	0	0	0	0	0	0	0	0	1	0	0
MUC5B	0	0	0	0	0	0	0	0	0	0.726	0.726
MUC7	0	0	0	0	0	0	0	0	2	0.455	0.455
MUL1	0	1	1	0	0	3	147	0	23	0.707	0.707
MUM1	0	0	0	0	0	0	0	1	21	0	0
MUS81	0	0	0	0	0	0	0	1	28	0.662	0.662
MUSK	0	1	1	0	0	25	206	0	161	0.381	0.381
MUT	0	0	0	0	0	0	0	0	2	0.264	0.264
MUTED	0	0	0	0	0	0	0	0	18	0.857	0.857
MUTYH	1	0	0	0	0	7	42	2	34	0.59	0.59
MVB12B	0	0	0	0	0	0	0	0	1	0	0
MVD	0	0	0	1	0	0	0	0	9	0.471	0.471
MVK	0	0	0	0	0	0	0	2	34	0.446	0.446
MVP	0	0	0	0	0	1	46	3	76	0.894	0.894
MX1	0	1	0	0	0	11	191	3	73	0.892	0.892
MX2	0	0	0	0	0	4	148	0	20	0.816	0.816
MXD1	0	0	0	1	0	39	228	3	103	0.692	0.692
MXD3	0	0	0	0	0	0	0	1	51	0.938	0.938
MXD4	0	0	0	1	0	23	205	1	19	0.902	0.902
MXI1	0	0	0	1	0	15	191	1	49	4115.78	0
MXRA7	0	0	0	0	0	0	0	0	1	0	0
MYADM	0	0	1	0	0	0	0	0	3	0	0
MYB	1	0	1	0	1	1	1	12	252	3955.18	0.888
MYBBP1A	0	1	1	0	0	19	200	4	205	0.574	0.574
MYBL1	0	0	0	0	0	0	0	1	72	5.17	0.882
MYBL2	0	0	0	0	1	0	0	4	135	9.341	0.904
MYBPC1	0	0	0	0	0	0	0	0	25	0.363	0.363
MYBPC2	0	0	0	0	0	0	0	5	60	0.327	0.327
MYBPC3	0	0	1	0	0	0	6	2	14	0.146	0.146
MYBPH	0	0	0	0	0	0	5	0	1	0.307	0.307
MYBPHL	0	0	0	0	0	0	0	0	10	0.436	0.436
MYC	1	1	1	1	0	27	225	39	369	4117.55	0.912
MYCBP	0	0	0	0	0	0	0	1	61	0.939	0.939
MYCBP2	0	0	1	0	0	0	0	1	184	0.937	0.937
MYCBPAP	0	0	1	0	0	0	0	0	9	0	0
MYCL1	1	0	0	0	0	1	1	2	12	0.729	0.729
MYCN	1	1	1	1	0	13	171	4	190	4078.11	0.715
MYD88	1	1	1	1	0	13	178	4	112	0.938	0.938
MYEF2	0	0	1	0	0	23	174	1	104	0.893	0.893
MYEOV2	0	0	0	0	0	0	0	0	7	0.836	0.836
MYF5	0	0	1	0	0	13	171	1	27	0	0
MYF6	0	0	1	0	0	13	171	2	22	0.335	0.335
MYH1	0	0	0	0	0	0	0	0	144	0.348	0.348
MYH10	0	0	1	1	1	0	0	3	62	0.936	0.936
MYH11	1	0	1	0	0	1	1	3	104	0.935	0.935
MYH13	0	0	0	0	0	0	0	0	39	0.329	0.329
MYH14	0	0	1	0	0	0	0	0	23	0.734	0.734
MYH2	0	0	0	0	0	0	0	0	27	0.331	0.331
MYH3	0	0	1	0	0	1	129	0	20	0.831	0.831
MYH4	0	0	0	0	0	0	0	0	21	0	0
MYH6	0	0	1	0	0	0	1	0	144	0	0
MYH7	0	0	0	0	0	0	1	0	170	0.331	0.331
MYH7B	0	0	0	0	0	0	0	0	156	0.558	0.558
MYH8	0	0	0	0	0	0	0	0	5	0.332	0.332
MYH9	1	0	1	0	0	2	119	5	193	0.467	0.467
MYL1	0	0	0	0	0	0	0	0	0	0.331	0.331
MYL12A	0	0	1	0	0	0	0	2	29	0.061	0.061
MYL12B	0	0	1	0	0	0	0	0	26	0.853	0.853
MYL2	0	0	1	0	0	0	5	1	10	0.331	0.331
MYL3	0	0	0	0	0	0	0	0	29	0.335	0.335
MYL4	0	0	0	0	0	0	0	0	0	0.526	0.526
MYL5	0	0	0	0	0	0	8	0	22	0.648	0.648
MYL6	0	0	1	0	0	0	13	1	66	0.329	0.329
MYL6B	0	0	0	0	0	0	13	1	6	0.25	0.25
MYL7	0	0	0	0	0	0	0	0	1	0.808	0.808
MYL9	0	0	1	0	0	0	8	2	51	0	0
MYLIP	0	0	0	0	0	18	204	0	33	0.86	0.86
MYLK	0	0	0	0	0	0	0	3	99	0	0
MYLK2	0	0	1	0	0	0	0	0	71	0.324	0.324
MYLK3	0	0	1	0	0	0	0	0	33	0.312	0.312
MYLK4	0	0	0	0	0	0	0	0	33	0.712	0.712
MYLPF	0	0	0	0	0	0	0	0	12	0.331	0.331
MYNN	0	0	0	0	0	0	0	0	8	0.061	0.061
MYO10	0	0	1	0	0	0	0	0	31	0.795	0.795
MYO15A	0	0	0	0	0	1	112	0	8	0.318	0.318
MYO15B	0	0	0	0	0	0	0	0	31	0	0
MYO16	0	0	0	1	1	0	0	0	1	0.859	0.859
MYO18A	0	1	0	0	0	0	0	0	77	0.491	0.491
MYO18B	0	0	1	0	0	0	0	0	36	0.31	0.31
MYO1A	0	0	0	0	0	1	112	0	10	0.013	0.013
MYO1B	0	0	0	0	0	0	0	2	42	0.621	0.621
MYO1C	0	0	0	0	0	0	0	1	95	0.888	0.888
MYO1D	0	0	0	0	0	0	0	0	19	0.899	0.899
MYO1E	0	0	1	0	0	1	2	0	8	0.66	0.66
MYO1F	0	0	0	0	0	0	0	1	15	0.665	0.665
MYO1G	0	0	0	0	0	0	0	0	1	0.864	0.864
MYO3A	0	0	0	0	0	3	146	0	8	0.202	0.202
MYO3B	0	0	0	0	0	0	0	0	48	0	0
MYO5A	1	0	1	0	0	1	1	1	13	0.694	0.694
MYO5B	0	0	0	0	0	0	0	1	34	0.888	0.888
MYO5C	0	0	0	0	0	0	0	2	66	0.046	0.046
MYO6	0	0	1	0	0	8	167	2	165	0.894	0.894
MYO7A	0	0	1	0	0	1	152	3	60	0.848	0.848
MYO9A	0	0	0	0	0	0	126	1	52	0.94	0.94
MYO9B	0	0	0	0	0	1	2	1	52	0.809	0.809
MYOC	0	0	1	0	0	9	165	0	17	0.865	0.865
MYOCD	0	1	1	1	0	0	0	4	202	0.892	0.892
MYOD1	0	0	1	1	0	13	171	17	288	4105.98	0.328
MYOF	0	0	1	0	0	1	130	0	0	0.759	0.759
MYOG	0	0	1	1	0	0	13	4	116	4110.23	0.32
MYOM1	0	0	0	0	0	0	5	0	8	0.539	0.539
MYOM2	0	0	0	0	0	0	0	0	35	0.393	0.393
MYOM3	0	0	0	0	0	0	0	0	12	0.4	0.4
MYOT	0	0	0	0	0	0	65	2	32	0.332	0.332
MYOZ1	0	0	1	0	0	0	4	0	25	0.335	0.335
MYOZ2	0	0	0	0	0	0	0	2	47	0.355	0.355
MYOZ3	0	0	0	0	0	0	0	0	17	0.334	0.334
MYPN	0	0	1	0	0	0	0	0	6	0.268	0.268
MYRIP	0	0	0	0	0	0	0	1	75	0	0
MYSM1	0	0	0	0	0	0	0	0	182	0.784	0.784
MYST1	0	0	0	0	0	0	0	4	106	0	0
MYST2	0	0	0	0	0	0	0	3	154	0	0
MYST3	0	0	0	0	0	0	0	5	150	0	0
MYST4	1	0	0	0	0	1	1	2	25	0	0
MYT1	0	0	1	0	0	0	0	0	81	0.81	0.81
MYT1L	0	0	1	0	0	0	0	0	15	0.418	0.418
MYZAP	0	0	0	0	0	0	0	0	19	0	0
MZB1	0	1	0	1	0	0	0	0	10	0	0
MZF1	0	0	0	0	0	19	200	0	0	4114.95	0.428
MZT1	0	0	0	0	0	0	0	0	0	0	0
MZT2A	0	0	0	0	0	0	0	0	22	0	0
MZT2B	0	0	0	0	0	0	0	0	17	0	0
N4BP1	0	0	0	0	0	0	0	0	153	0.741	0.741
N4BP2	0	0	0	0	0	0	0	4	92	0.291	0.291
N4BP2L2	0	0	1	1	0	0	0	1	24	0	0
N4BP3	0	0	0	0	0	0	0	0	18	0.929	0.929
NA	0	0	0	0	0	0	0	0	4	0	0
NAA10	0	0	0	0	0	1	101	3	70	0.907	0.907
NAA15	0	1	1	0	0	2	99	0	21	0.898	0.898
NAA16	0	1	0	0	0	0	0	0	5	0.896	0.896
NAA20	0	0	0	0	0	0	0	0	0	0	0
NAA25	0	0	0	0	0	0	0	0	14	0.723	0.723
NAA38	0	1	0	0	0	0	0	1	55	0.889	0.889
NAA50	0	0	0	0	1	0	3	0	5	0.812	0.812
NAALADL2	0	0	0	0	0	0	0	0	2	0	0
NAB1	0	0	1	0	0	0	0	1	19	0	0
NAB2	1	0	1	1	0	32	231	1	92	0.215	0.215
NABP1	0	0	0	0	1	0	0	0	14	0	0
NACA	1	1	1	1	0	3	89	3	188	0.884	0.884
NACAD	0	0	0	0	0	0	0	1	40	0	0
NACAP1	0	0	0	0	0	0	0	0	3	0	0
NACC1	0	0	0	1	0	0	0	2	49	0	0
NACC2	0	1	0	1	1	0	0	0	5	0.792	0.792
NADK	0	0	0	0	0	0	0	0	101	0.501	0.501
NADSYN1	0	0	0	0	0	0	0	0	1	0.781	0.781
NAE1	0	1	0	0	1	8	143	0	29	0.13	0.13
NAF1	0	0	0	0	0	0	0	0	12	0.442	0.442
NAGK	0	0	0	0	0	0	42	5	76	0.917	0.917
NAGLU	0	0	1	0	0	7	174	0	0	0.581	0.581
NAGPA	0	0	0	0	0	2	98	1	7	0.734	0.734
NAGS	0	0	0	0	0	0	0	0	0	0.626	0.626
NAIF1	0	1	0	0	0	0	0	0	19	0.645	0.645
NAIP	0	1	0	0	1	15	219	0	5	0.031	0.031
NALCN	0	0	0	0	0	0	0	0	8	0	0
NAMPT	0	0	0	1	0	8	213	2	22	0.511	0.511
NANOG	0	0	1	1	0	45	233	1	15	2111.97	0.498
NANOS1	0	0	0	0	0	0	0	0	0	0.467	0.467
NANOS2	0	0	1	0	0	0	0	0	3	0.507	0.507
NANOS3	0	1	1	0	0	0	0	0	24	0.378	0.378
NANS	0	0	0	0	0	0	0	0	2	0	0
NAP1L1	0	0	1	1	0	8	187	3	199	0	0
NAP1L2	0	0	1	0	0	1	31	0	0	0	0
NAP1L3	0	0	0	0	0	1	31	0	2	0	0
NAP1L4	0	0	0	0	0	1	31	1	78	0	0
NAP1L5	0	0	0	0	0	0	0	0	103	0	0
NAPA	0	0	1	0	0	0	61	0	12	0	0
NAPB	0	0	0	0	0	0	0	0	7	0	0
NAPG	0	0	0	0	0	0	61	0	4	0	0
NAPRT	0	0	0	0	0	0	0	0	24	0	0
NAPRT1	0	0	0	0	0	0	0	0	15	0	0
NAPSA	0	0	0	0	0	3	127	0	4	0	0
NARF	0	0	0	0	0	0	0	1	4	0.499	0.499
NARS	0	0	0	0	0	0	0	0	151	0.918	0.918
NASP	0	0	0	1	0	0	0	2	182	0.728	0.728
NAT10	0	0	0	0	0	0	0	2	164	0.866	0.866
NAT14	0	0	0	0	0	0	0	1	28	0.936	0.936
NAT6	0	0	0	0	0	0	0	0	0	0.833	0.833
NAT8	0	1	0	0	0	1	46	1	24	0.686	0.686
NAT9	0	0	0	0	0	0	0	0	57	0.853	0.853
NATD1	0	0	0	0	0	0	0	0	22	0	0
NAV1	0	0	1	0	0	0	0	1	20	0.059	0.059
NAV2	0	0	0	0	0	0	0	2	42	0	0
NAV3	0	0	0	0	0	0	0	1	150	0.865	0.865
NBAS	0	0	0	0	0	0	0	0	1	0.812	0.812
NBEA	0	0	0	0	0	0	0	1	51	0.096	0.096
NBL1	0	0	1	0	0	0	0	0	16	0.623	0.623
NBN	0	1	0	1	1	13	186	9	156	0.909	0.909
NBPF11	0	0	0	0	0	0	0	0	1	0	0
NBPF15	0	0	0	0	0	0	0	0	17	0.228	0.228
NBPF22P	0	0	0	0	0	0	0	1	14	0	0
NBPF3	0	0	0	0	0	0	0	1	14	0.867	0.867
NBPF8	0	0	0	0	0	0	0	0	15	0	0
NBR1	0	0	1	0	0	0	0	0	31	0.852	0.852
NCALD	0	0	0	0	0	0	0	0	16	0	0
NCAM1	0	0	1	0	0	0	0	2	63	0.84	0.84
NCAM2	0	0	0	0	0	0	7	0	0	0.82	0.82
NCAN	0	0	1	0	0	0	0	0	10	0.314	0.314
NCAPD2	0	0	0	0	1	0	0	0	14	0	0
NCAPD3	0	0	0	0	1	0	9	0	148	0	0
NCAPG	0	0	0	0	1	0	0	1	35	0	0
NCAPG2	0	0	0	1	1	0	0	1	155	0	0
NCAPH	0	0	0	0	1	0	9	0	1	0	0
NCAPH2	0	0	0	0	1	0	0	1	36	0	0
NCBP1	0	0	0	0	0	3	48	0	33	0.932	0.932
NCBP2	0	0	0	0	0	0	0	0	12	0.903	0.903
NCDN	0	0	1	0	0	0	0	1	160	0.925	0.925
NCF1	0	0	0	1	0	2	124	3	101	0	0
NCF2	0	1	0	0	0	2	124	1	52	0.549	0.549
NCF4	0	0	0	0	0	11	187	1	35	0.661	0.661
NCK1	0	1	1	1	0	0	72	21	217	0.756	0.756
NCK2	0	1	1	1	0	15	191	11	150	0.846	0.846
NCKAP1	0	1	0	0	0	6	195	3	60	0	0
NCKAP1L	0	1	1	1	0	0	0	1	13	0	0
NCKAP5	0	0	0	0	0	0	0	2	88	0	0
NCKAP5L	0	0	0	0	0	0	0	1	12	0	0
NCKIPSD	0	0	1	0	0	1	57	1	86	0.814	0.814
NCL	0	1	0	0	0	1	98	10	262	0.817	0.817
NCLN	0	0	0	0	0	0	0	0	145	0.925	0.925
NCOA1	1	1	1	0	0	1	1	19	228	0.931	0.931
NCOA2	1	0	0	0	0	1	1	16	186	0.157	0.157
NCOA3	1	0	1	0	0	1	1	19	296	0.814	0.814
NCOA4	1	0	0	0	0	1	6	4	104	0.852	0.852
NCOA5	0	0	0	0	0	0	0	0	33	0.887	0.887
NCOA6	0	0	1	0	0	5	129	13	232	0.921	0.921
NCOA7	0	0	0	0	0	0	0	0	44	0.914	0.914
NCOR1	1	0	1	0	0	23	174	22	314	0.746	0.746
NCOR2	0	0	1	1	0	0	0	16	266	0.181	0.181
